NP_904329.1	NP_059341.1	24.540	163	112	3	112	263	231	393	5.14e-06	49.7
NP_904329.1	NP_059340.1	26.804	97	65	2	98	188	200	296	0.10	35.8
NP_904330.1	NP_059333.1	88.132	514	61	0	1	514	1	514	0.0	877
NP_904330.1	XP_021326074.1	31.818	66	32	2	427	482	16	78	6.7	29.3
NP_904330.1	NP_001373511.1	31.818	66	32	2	427	482	48	110	7.5	29.6
NP_904331.1	NP_059334.1	70.925	227	66	0	1	227	1	227	2.97e-127	360
NP_904331.1	NP_001038725.1	28.571	70	46	2	15	84	261	326	1.8	31.2
NP_904331.1	XP_005161478.1	28.571	70	46	2	15	84	261	326	1.9	31.2
NP_904331.1	XP_021324580.1	28.571	70	46	2	15	84	163	228	2.1	30.8
NP_904332.1	XP_002665692.3	25.862	58	42	1	5	61	2588	2645	0.080	31.2
NP_904332.1	XP_021324264.1	25.862	58	42	1	5	61	2278	2335	0.083	31.2
NP_904332.1	XP_009290033.1	50.000	30	13	1	26	55	42	69	1.0	28.1
NP_904332.1	XP_005156656.1	37.931	29	17	1	34	61	167	195	7.7	25.4
NP_904332.1	NP_001007391.1	37.931	29	17	1	34	61	167	195	8.0	25.4
NP_904333.1	NP_059336.1	52.212	226	107	1	1	225	1	226	2.18e-65	202
NP_904334.1	NP_059337.1	78.161	261	57	0	1	261	1	261	3.61e-146	410
NP_904334.1	XP_021330598.1	37.838	37	23	0	3	39	37	73	1.6	31.6
NP_904334.1	NP_001139036.1	37.838	37	23	0	3	39	37	73	1.7	31.6
NP_904334.1	NP_001070643.1	36.111	36	19	1	173	208	675	706	8.4	29.3
NP_904335.1	NP_059338.1	61.207	116	44	1	1	115	1	116	2.53e-43	138
NP_904336.1	NP_059339.1	53.061	98	46	0	1	98	1	98	5.73e-29	100
NP_904336.1	NP_001002376.1	57.895	19	8	0	20	38	136	154	6.5	26.9
NP_904336.1	XP_005158565.1	57.895	19	8	0	20	38	149	167	6.7	26.9
NP_904336.1	XP_706537.4	31.373	51	25	2	40	80	65	115	10.0	26.6
NP_904337.1	NP_059340.1	62.582	457	170	1	1	456	1	457	0.0	572
NP_904337.1	NP_059341.1	23.039	204	146	6	106	306	128	323	1.32e-05	48.9
NP_904337.1	NP_059332.1	32.432	111	59	6	198	304	97	195	1.3	32.7
NP_904337.1	XP_009301289.1	24.074	108	65	4	169	276	148	238	7.3	30.8
NP_904338.1	NP_059341.1	55.126	595	257	8	7	597	9	597	0.0	617
NP_904338.1	NP_059340.1	23.077	351	246	11	107	442	84	425	1.51e-09	62.0
NP_904338.1	NP_059332.1	24.171	211	145	6	226	433	105	303	1.17e-06	52.4
NP_904338.1	XP_017210528.1	26.087	69	44	1	365	433	129	190	1.9	33.1
NP_904338.1	NP_001159387.1	26.087	69	44	1	365	433	142	203	2.4	32.7
NP_904338.1	XP_021330470.1	30.645	62	38	2	164	223	379	437	4.2	32.0
NP_904338.1	XP_689554.6	35.417	48	28	1	554	598	1107	1154	8.4	31.2
NP_904339.1	NP_059342.1	37.143	140	72	3	1	127	1	137	2.34e-20	84.0
NP_904339.1	NP_001038688.1	29.412	85	54	3	33	112	306	389	5.4	28.9
NP_904340.1	NP_059343.1	73.810	378	99	0	1	378	1	378	0.0	588
NP_904340.1	XP_021322416.1	28.704	108	60	4	223	315	263	368	4.8	30.8
NP_904340.1	XP_021322415.1	28.704	108	60	4	223	315	263	368	4.8	30.8
NP_904340.1	XP_021322414.1	28.704	108	60	4	223	315	310	415	5.6	30.4
NP_904340.1	XP_021322413.1	28.704	108	60	4	223	315	310	415	5.6	30.4
NP_598866.1	XP_009294521.1	46.154	273	130	6	4	267	420	684	1.69e-63	214
NP_598866.1	NP_001313634.1	46.154	273	130	6	4	267	476	740	4.51e-63	214
NP_598866.1	XP_009294513.1	46.154	273	130	6	4	267	475	739	4.69e-63	214
NP_598866.1	NP_001186666.1	33.071	127	76	5	4	126	338	459	5.19e-12	67.8
NP_598866.1	NP_001003517.1	30.400	125	82	4	4	126	344	465	2.66e-11	65.5
NP_598866.1	NP_001003517.1	30.645	62	41	2	53	113	43	103	0.44	33.9
NP_598866.1	NP_956073.2	34.444	90	56	3	40	126	527	616	1.70e-10	63.2
NP_598866.1	NP_956073.2	30.000	90	57	3	40	126	179	265	0.004	40.0
NP_598866.1	NP_956073.2	29.474	95	58	4	36	127	63	151	0.005	40.0
NP_598866.1	NP_998070.1	28.906	128	80	5	4	126	339	460	2.28e-09	59.7
NP_598866.1	NP_998070.1	28.767	73	49	3	43	113	27	98	8.8	29.6
NP_598866.1	NP_998529.3	25.899	139	98	4	13	149	343	478	1.65e-06	50.8
NP_598866.1	NP_998529.3	25.253	99	71	2	23	118	10	108	0.004	40.0
NP_598866.1	NP_001307463.1	23.438	128	93	4	2	127	371	495	4.04e-05	46.6
NP_598866.1	NP_001307463.1	30.435	92	59	3	55	143	76	165	1.44e-04	44.7
NP_598866.1	NP_001025330.1	27.097	155	103	7	17	170	12	157	0.001	41.2
NP_598866.1	XP_685017.4	24.528	106	75	4	37	140	388	490	0.018	38.5
NP_598866.1	NP_998181.1	23.894	113	80	3	42	152	88	196	0.021	37.7
NP_598866.1	NP_998181.1	28.571	77	52	3	40	113	221	297	2.2	31.2
NP_598866.1	XP_005162560.1	24.779	113	79	3	42	152	164	272	0.024	37.7
NP_598866.1	XP_005162560.1	28.571	77	52	3	40	113	297	373	4.7	30.4
NP_598866.1	NP_922915.2	27.848	79	46	3	40	117	40	108	0.027	37.4
NP_598866.1	NP_922915.2	26.829	82	55	2	37	113	162	243	0.25	34.3
NP_598866.1	NP_001107048.1	29.032	62	40	2	55	113	181	241	0.072	36.2
NP_598866.1	NP_001107048.1	24.211	95	66	3	37	127	408	500	0.089	35.8
NP_598866.1	NP_001107048.1	24.691	81	57	2	37	113	286	366	0.25	34.7
NP_598866.1	NP_001039026.1	27.174	92	58	5	51	138	32	118	0.15	35.0
NP_598866.1	NP_001092245.1	37.288	59	34	2	56	113	136	192	0.27	34.3
NP_598866.1	NP_991204.1	32.759	58	37	2	55	111	80	136	0.28	33.5
NP_598866.1	NP_001018393.2	26.000	100	63	6	43	138	28	120	0.37	33.9
NP_598866.1	NP_001019983.2	24.272	103	77	1	180	281	146	248	0.39	33.9
NP_598866.1	NP_001108605.1	24.719	89	62	4	40	127	40	124	0.48	33.5
NP_598866.1	XP_005157246.1	18.705	139	100	2	123	252	59	193	0.99	32.7
NP_598866.1	XP_021334745.1	27.536	69	49	1	194	261	1139	1207	1.3	32.7
NP_598866.1	NP_957186.1	22.727	88	62	2	32	113	26	113	1.3	32.3
NP_598866.1	XP_009293385.1	31.169	77	45	2	134	207	2379	2450	1.6	32.3
NP_598866.1	XP_009293389.1	31.169	77	45	2	134	207	2367	2438	1.6	32.3
NP_598866.1	XP_009293388.1	31.169	77	45	2	134	207	2414	2485	1.6	32.3
NP_598866.1	XP_009293386.1	31.169	77	45	2	134	207	2374	2445	1.6	32.3
NP_598866.1	NP_001121836.1	28.125	64	41	2	55	113	69	132	1.7	32.0
NP_598866.1	XP_009293384.1	31.169	77	45	2	134	207	2414	2485	1.7	32.3
NP_598866.1	XP_009293383.1	31.169	77	45	2	134	207	2414	2485	1.7	32.3
NP_598866.1	XP_021324431.1	31.169	77	45	2	134	207	2342	2413	1.8	32.0
NP_598866.1	XP_009293390.1	31.169	77	45	2	134	207	2342	2413	1.8	32.0
NP_598866.1	XP_001920501.5	24.286	70	53	0	190	259	1398	1467	2.0	32.0
NP_598866.1	XP_021334263.1	22.131	122	89	3	40	155	14	135	2.4	31.6
NP_598866.1	XP_021334262.1	22.131	122	89	3	40	155	14	135	2.4	31.6
NP_598866.1	NP_001082944.1	22.131	122	89	3	40	155	14	135	2.6	31.2
NP_598866.1	XP_021334265.1	22.131	122	89	3	40	155	14	135	2.6	31.2
NP_598866.1	XP_021334264.1	22.131	122	89	3	40	155	14	135	2.7	31.2
NP_598866.1	XP_021334746.1	27.692	65	46	1	198	261	952	1016	3.3	31.2
NP_598866.1	XP_003199098.1	26.471	102	65	2	173	274	279	370	4.0	30.4
NP_598866.1	XP_005173719.1	24.409	127	81	3	121	232	119	245	9.0	29.6
NP_598866.1	XP_009294942.1	48.148	27	14	0	236	262	255	281	9.5	29.6
NP_598866.1	XP_021325513.1	48.148	27	14	0	236	262	255	281	9.8	29.6
NP_776134.1	NP_001038578.1	25.635	394	256	12	1	367	50	433	1.74e-11	67.4
NP_776134.1	XP_698357.3	35.433	127	82	0	241	367	383	509	2.27e-09	60.8
NP_776134.1	XP_021325116.1	31.667	120	79	2	231	347	414	533	0.005	40.8
NP_776134.1	XP_005174054.1	32.075	106	69	2	243	345	2113	2218	0.009	40.0
NP_776134.1	XP_009295448.1	32.787	122	78	3	219	336	1031	1152	0.062	37.4
NP_776134.1	XP_009295447.1	32.787	122	78	3	219	336	1089	1210	0.068	37.0
NP_776134.1	XP_009295444.1	32.787	122	78	3	219	336	1263	1384	0.071	37.0
NP_776134.1	XP_009295444.1	28.141	199	113	9	172	345	910	1103	0.90	33.5
NP_776134.1	XP_005157868.1	27.619	105	74	1	243	345	857	961	0.33	35.0
NP_776134.1	XP_021325358.1	30.612	98	65	2	243	337	2023	2120	0.46	34.7
NP_776134.1	XP_021325358.1	31.395	86	54	2	270	354	1140	1221	6.7	30.8
NP_776134.1	XP_021325122.1	29.730	111	75	2	230	337	174	284	0.52	34.3
NP_776134.1	XP_021325121.1	29.730	111	75	2	230	337	216	326	0.55	33.9
NP_776134.1	XP_021325120.1	29.730	111	75	2	230	337	275	385	0.59	33.9
NP_776134.1	XP_021330982.1	31.933	119	75	4	219	335	882	996	0.67	33.9
NP_776134.1	XP_009290119.1	30.303	99	66	2	243	338	98	196	0.77	33.5
NP_776134.1	XP_009290118.1	30.303	99	66	2	243	338	350	448	0.84	33.5
NP_776134.1	XP_005157836.1	30.303	99	66	2	243	338	189	287	0.86	33.5
NP_776134.1	XP_690098.5	26.984	126	84	3	223	345	899	1019	0.94	33.5
NP_776134.1	XP_005160238.1	27.559	127	86	3	217	337	782	908	1.00	33.5
NP_776134.1	XP_021333113.1	27.559	127	86	3	217	337	665	791	1.0	33.1
NP_776134.1	XP_017206561.2	33.333	81	53	1	267	346	681	761	1.0	33.5
NP_776134.1	XP_021333111.1	27.559	127	86	3	217	337	723	849	1.0	33.1
NP_776134.1	XP_001921257.4	30.303	99	66	2	243	338	345	443	1.1	33.1
NP_776134.1	XP_009290117.1	30.303	99	66	2	243	338	350	448	1.2	33.1
NP_776134.1	XP_021325237.1	29.358	109	74	2	232	337	1049	1157	4.0	31.6
NP_776134.1	XP_009295766.1	26.991	226	137	9	124	338	337	545	6.8	30.4
NP_776134.1	XP_021325107.1	25.926	135	89	4	221	345	1488	1621	7.0	30.8
NP_776134.1	XP_021325109.1	25.926	135	89	4	221	345	1486	1619	7.1	30.8
NP_776134.1	XP_021325106.1	25.926	135	89	4	221	345	2006	2139	7.4	30.8
NP_776134.1	XP_021325105.1	25.926	135	89	4	221	345	2121	2254	7.5	30.4
NP_776134.1	XP_021325110.1	25.926	135	89	4	221	345	1430	1563	7.8	30.4
NP_776134.1	XP_017208755.1	25.926	135	89	4	221	345	2183	2316	7.8	30.4
NP_776134.1	XP_021325103.1	25.926	135	89	4	221	345	2236	2369	7.9	30.4
NP_776134.1	XP_021322154.1	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_009290195.1	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_698776.5	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_021325097.1	25.926	135	89	4	221	345	2409	2542	8.1	30.4
NP_776134.1	XP_021325100.1	25.926	135	89	4	221	345	2351	2484	8.2	30.4
NP_776134.1	XP_021325108.1	25.926	135	89	4	221	345	1486	1619	8.3	30.4
NP_776134.1	XP_021325101.1	25.926	135	89	4	221	345	2351	2484	8.3	30.4
NP_776134.1	XP_021325099.1	25.926	135	89	4	221	345	2354	2487	8.4	30.4
NP_776134.1	XP_021325098.1	25.926	135	89	4	221	345	2354	2487	8.7	30.4
NP_776134.1	XP_021325104.1	25.926	135	89	4	221	345	2236	2369	8.8	30.4
NP_776134.1	XP_021325096.1	25.926	135	89	4	221	345	2582	2715	8.8	30.4
NP_001349069.1	XP_021331369.1	54.198	262	120	0	58	319	23	284	3.47e-103	309
NP_001349069.1	XP_021331369.1	53.053	262	123	0	58	319	79	340	3.19e-99	299
NP_001349069.1	XP_021331369.1	51.953	256	123	0	60	315	53	308	1.44e-96	292
NP_001349069.1	XP_021331369.1	52.756	254	120	0	58	311	107	360	4.94e-95	288
NP_001349069.1	XP_021331369.1	53.386	251	117	0	65	315	2	252	1.52e-92	281
NP_001349069.1	XP_021331369.1	53.000	200	94	0	58	257	163	362	2.26e-71	227
NP_001349069.1	XP_021331369.1	48.810	84	43	0	232	315	1	84	1.33e-19	90.1
NP_001349069.1	XP_021330855.1	55.814	258	114	0	58	315	95	352	8.58e-103	310
NP_001349069.1	XP_021330855.1	49.275	276	134	1	44	313	159	434	1.48e-94	289
NP_001349069.1	XP_021330855.1	50.365	274	135	1	58	330	39	312	5.92e-93	285
NP_001349069.1	XP_021330855.1	49.813	267	134	0	49	315	2	268	2.26e-92	283
NP_001349069.1	XP_021330855.1	48.188	276	137	1	47	316	134	409	6.64e-90	277
NP_001349069.1	XP_021330855.1	50.775	258	127	0	58	315	67	324	9.16e-89	274
NP_001349069.1	XP_021330855.1	48.756	201	103	0	58	258	235	435	6.98e-66	215
NP_001349069.1	XP_021330855.1	51.562	64	31	0	256	319	13	76	1.15e-13	72.8
NP_001349069.1	XP_017211154.1	49.013	304	152	2	33	333	33	336	1.00e-102	313
NP_001349069.1	XP_017211154.1	51.986	277	132	1	58	333	116	392	9.53e-101	308
NP_001349069.1	XP_017211154.1	54.651	258	117	0	58	315	144	401	2.44e-100	306
NP_001349069.1	XP_017211154.1	55.039	258	116	0	58	315	32	289	2.79e-99	304
NP_001349069.1	XP_017211154.1	53.101	258	121	0	58	315	88	345	2.01e-98	301
NP_001349069.1	XP_017211154.1	54.264	258	118	0	58	315	172	429	3.24e-98	301
NP_001349069.1	XP_017211154.1	53.876	258	119	0	58	315	4	261	6.11e-96	295
NP_001349069.1	XP_017211154.1	50.965	259	127	0	58	316	228	486	3.68e-90	280
NP_001349069.1	XP_017211154.1	50.781	256	126	0	58	313	256	511	1.09e-88	276
NP_001349069.1	XP_017211154.1	54.113	231	106	0	85	315	3	233	2.72e-86	270
NP_001349069.1	XP_017211154.1	52.451	204	97	0	112	315	2	205	1.31e-69	227
NP_001349069.1	XP_017211154.1	52.308	65	31	0	251	315	1	65	1.25e-15	79.3
NP_001349069.1	XP_021331294.1	55.212	259	116	0	58	316	145	403	1.98e-102	309
NP_001349069.1	XP_021331294.1	51.264	277	134	1	58	333	89	365	1.75e-99	301
NP_001349069.1	XP_021331294.1	53.101	258	121	0	58	315	61	318	9.47e-99	300
NP_001349069.1	XP_021331294.1	52.713	258	122	0	58	315	5	262	1.14e-98	300
NP_001349069.1	XP_021331294.1	47.039	304	158	2	33	333	6	309	1.60e-97	296
NP_001349069.1	XP_021331294.1	50.400	250	123	1	82	330	1	250	2.68e-87	270
NP_001349069.1	XP_021331294.1	50.920	163	80	0	58	220	257	419	1.15e-50	175
NP_001349069.1	XP_021331294.1	47.706	109	57	0	58	166	313	421	1.49e-28	116
NP_001349069.1	XP_021328503.1	53.333	270	126	0	50	319	193	462	1.01e-101	309
NP_001349069.1	XP_021328503.1	54.054	259	119	0	58	316	145	403	2.13e-98	301
NP_001349069.1	XP_021328503.1	49.281	278	141	0	38	315	13	290	5.90e-96	295
NP_001349069.1	XP_021328503.1	52.326	258	123	0	58	315	61	318	2.82e-95	293
NP_001349069.1	XP_021328503.1	50.775	258	127	0	58	315	117	374	3.11e-93	288
NP_001349069.1	XP_021328503.1	51.550	258	125	0	58	315	5	262	1.67e-92	286
NP_001349069.1	XP_021328503.1	52.564	234	111	0	82	315	1	234	4.30e-86	269
NP_001349069.1	XP_021328503.1	51.948	231	111	0	58	288	257	487	3.99e-81	256
NP_001349069.1	XP_021331184.1	54.580	262	119	0	58	319	134	395	1.94e-101	309
NP_001349069.1	XP_021331184.1	52.896	259	122	0	58	316	78	336	3.83e-97	298
NP_001349069.1	XP_021331184.1	53.101	258	121	0	58	315	22	279	2.37e-96	296
NP_001349069.1	XP_021331184.1	52.529	257	122	0	58	314	218	474	2.89e-95	293
NP_001349069.1	XP_021331184.1	51.550	258	125	0	58	315	190	447	1.03e-91	284
NP_001349069.1	XP_021331184.1	51.394	251	122	0	65	315	1	251	2.75e-88	275
NP_001349069.1	XP_021331184.1	49.606	254	128	0	58	311	246	499	6.85e-87	271
NP_001349069.1	XP_021328508.1	52.963	270	127	0	50	319	193	462	2.54e-101	308
NP_001349069.1	XP_021328508.1	54.054	259	119	0	58	316	145	403	2.56e-98	300
NP_001349069.1	XP_021328508.1	49.281	278	141	0	38	315	13	290	7.17e-96	294
NP_001349069.1	XP_021328508.1	52.326	258	123	0	58	315	61	318	3.39e-95	293
NP_001349069.1	XP_021328508.1	50.775	258	127	0	58	315	117	374	3.74e-93	287
NP_001349069.1	XP_021328508.1	51.550	258	125	0	58	315	5	262	2.01e-92	285
NP_001349069.1	XP_021328508.1	52.564	234	111	0	82	315	1	234	4.95e-86	269
NP_001349069.1	XP_021328508.1	52.814	231	109	0	58	288	257	487	5.15e-82	259
NP_001349069.1	XP_021326559.1	53.488	258	120	0	58	315	23	280	3.12e-101	304
NP_001349069.1	XP_021326559.1	54.198	262	120	0	58	319	107	368	7.03e-101	303
NP_001349069.1	XP_021326559.1	51.825	274	131	1	58	330	79	352	4.38e-97	294
NP_001349069.1	XP_021326559.1	52.191	251	120	0	65	315	2	252	2.61e-92	281
NP_001349069.1	XP_021326559.1	52.093	215	103	0	58	272	163	377	2.76e-76	240
NP_001349069.1	XP_021326559.1	57.857	140	59	0	176	315	1	140	5.96e-50	172
NP_001349069.1	XP_021331301.1	53.817	262	121	0	58	319	61	322	1.95e-100	303
NP_001349069.1	XP_021331301.1	54.440	259	118	0	58	316	5	263	2.27e-100	303
NP_001349069.1	XP_021331301.1	53.488	258	120	0	58	315	145	402	2.23e-98	298
NP_001349069.1	XP_021331301.1	51.550	258	125	0	58	315	117	374	1.19e-91	281
NP_001349069.1	XP_021331301.1	51.709	234	113	0	82	315	1	234	3.18e-86	267
NP_001349069.1	XP_021331301.1	52.000	175	84	0	58	232	229	403	1.10e-57	193
NP_001349069.1	XP_021331368.1	52.273	264	126	0	50	313	9	272	3.15e-100	303
NP_001349069.1	XP_021331368.1	52.326	258	123	0	58	315	73	330	3.16e-98	298
NP_001349069.1	XP_021331368.1	49.057	265	135	0	46	310	89	353	1.63e-91	281
NP_001349069.1	XP_021331368.1	50.391	256	127	0	58	313	157	412	1.52e-88	273
NP_001349069.1	XP_021331368.1	52.049	244	117	0	70	313	1	244	3.26e-88	272
NP_001349069.1	XP_021331368.1	47.232	271	143	0	46	316	117	387	9.11e-88	271
NP_001349069.1	XP_021331368.1	47.761	201	105	0	58	258	213	413	1.34e-62	206
NP_001349069.1	XP_021331368.1	50.000	162	81	0	154	315	1	162	3.43e-52	179
NP_001349069.1	XP_021331448.1	53.817	262	121	0	58	319	5	266	4.48e-100	307
NP_001349069.1	XP_021331448.1	53.488	258	120	0	58	315	145	402	2.47e-96	297
NP_001349069.1	XP_021331448.1	53.696	257	119	0	60	316	91	347	8.89e-96	296
NP_001349069.1	XP_021331448.1	54.264	258	118	0	58	315	173	430	1.75e-95	295
NP_001349069.1	XP_021331448.1	51.938	258	124	0	58	315	117	374	2.06e-95	295
NP_001349069.1	XP_021331448.1	53.101	258	121	0	58	315	229	486	6.64e-95	293
NP_001349069.1	XP_021331448.1	52.713	258	122	0	58	315	61	318	3.09e-94	292
NP_001349069.1	XP_021331448.1	53.876	258	119	0	58	315	257	514	1.45e-93	290
NP_001349069.1	XP_021331448.1	51.172	256	125	0	60	315	35	290	7.86e-93	288
NP_001349069.1	XP_021331448.1	51.938	258	124	0	58	315	201	458	1.50e-92	288
NP_001349069.1	XP_021331448.1	49.630	270	136	0	46	315	273	542	1.99e-91	285
NP_001349069.1	XP_021331448.1	54.936	233	105	0	58	290	313	545	7.96e-89	278
NP_001349069.1	XP_021331448.1	52.137	234	112	0	82	315	1	234	6.69e-82	260
NP_001349069.1	XP_021331448.1	55.319	94	42	0	223	316	2	95	4.70e-26	110
NP_001349069.1	XP_021331293.1	53.846	260	120	0	58	317	145	404	4.65e-100	303
NP_001349069.1	XP_021331293.1	51.264	277	134	1	58	333	89	365	9.51e-100	302
NP_001349069.1	XP_021331293.1	53.101	258	121	0	58	315	61	318	6.00e-99	300
NP_001349069.1	XP_021331293.1	52.713	258	122	0	58	315	5	262	7.69e-99	300
NP_001349069.1	XP_021331293.1	47.039	304	158	2	33	333	6	309	1.08e-97	297
NP_001349069.1	XP_021331293.1	50.400	250	123	1	82	330	1	250	1.31e-87	271
NP_001349069.1	XP_021331293.1	51.046	239	117	0	58	296	173	411	2.37e-83	260
NP_001349069.1	XP_021331474.1	48.980	294	141	2	31	315	22	315	5.27e-100	302
NP_001349069.1	XP_021331474.1	50.775	258	127	0	58	315	114	371	1.20e-92	283
NP_001349069.1	XP_021331474.1	50.394	254	126	0	58	311	142	395	7.39e-91	278
NP_001349069.1	XP_021331474.1	52.500	200	95	0	58	257	198	397	3.89e-72	230
NP_001349069.1	XP_021331422.1	53.876	258	119	0	58	315	145	402	5.85e-100	303
NP_001349069.1	XP_021331422.1	53.053	262	123	0	58	319	89	350	5.11e-99	300
NP_001349069.1	XP_021331422.1	52.713	258	122	0	58	315	117	374	1.05e-97	297
NP_001349069.1	XP_021331422.1	53.150	254	119	0	58	311	173	426	1.21e-96	294
NP_001349069.1	XP_021331422.1	50.916	273	133	1	58	329	61	333	8.77e-96	292
NP_001349069.1	XP_021331422.1	53.101	258	121	0	58	315	5	262	7.48e-94	287
NP_001349069.1	XP_021331422.1	50.000	272	135	1	60	330	35	306	1.92e-92	283
NP_001349069.1	XP_021331422.1	51.709	234	113	0	82	315	1	234	1.59e-82	258
NP_001349069.1	XP_021331422.1	52.000	200	96	0	58	257	229	428	8.96e-69	223
NP_001349069.1	XP_021331422.1	50.510	196	96	1	139	333	2	197	3.96e-62	205
NP_001349069.1	XP_021328522.1	50.345	290	116	1	58	319	145	434	7.75e-100	303
NP_001349069.1	XP_021328522.1	53.383	266	124	0	50	315	193	458	9.83e-100	303
NP_001349069.1	XP_021328522.1	49.281	278	141	0	38	315	13	290	2.10e-96	295
NP_001349069.1	XP_021328522.1	51.737	259	125	0	58	316	117	375	7.20e-96	293
NP_001349069.1	XP_021328522.1	52.326	258	123	0	58	315	61	318	9.96e-96	293
NP_001349069.1	XP_021328522.1	51.550	258	125	0	58	315	5	262	6.29e-93	286
NP_001349069.1	XP_021328522.1	52.564	234	111	0	82	315	1	234	1.81e-86	269
NP_001349069.1	XP_021328522.1	53.143	175	82	0	58	232	285	459	3.29e-60	201
NP_001349069.1	XP_021331014.1	53.506	271	126	0	60	330	223	493	8.86e-100	305
NP_001349069.1	XP_021331014.1	52.326	258	123	0	58	315	165	422	1.29e-93	289
NP_001349069.1	XP_021331014.1	52.326	258	123	0	58	315	137	394	3.70e-93	288
NP_001349069.1	XP_021331014.1	51.163	258	126	0	58	315	193	450	5.02e-90	280
NP_001349069.1	XP_021331014.1	51.938	258	124	0	58	315	109	366	8.97e-90	279
NP_001349069.1	XP_021331014.1	49.612	258	130	0	58	315	81	338	9.98e-86	269
NP_001349069.1	XP_021331014.1	45.973	298	159	2	19	315	14	310	5.87e-85	267
NP_001349069.1	XP_021331014.1	54.936	233	104	1	58	290	277	508	8.73e-85	266
